playerid,firstname,surname,playerjerseyname,commonname,overallrating,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,gkglovetypecode,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role3
240813,,,,,66,22,23,60201,1,3,243,59,1,76,0,0,0,59,0,643,58,16,55,59,0,0,0,63,11,0,58,31,57,67,7,0,61,60,223101,63,2026,62,66,55,0,1,1549,66,83,0,178,3,0,14,59,432,151711,12,0,0,64,62,61,8716289,1,80,0,2,0,0,67,0,240813,6,54,1,62,56,2,0,0,0,0,46,83,60,47,0,0,1,9,9,0,0,16,161333,1,0,14,1,0,3,66,2,0,81,18267,0,9,0,3,0,61,3,0,0,502,3,0,0,3,0,0,0,30,0,1,0,83,50,0,23,47,0,0,3,13510,13510,0,30
240814,,,,,67,41,42,70000,0,5,246,39,1,78,0,0,0,65,0,184,12,-1,49,64,0,0,0,55,6,0,20,31,62,70,14,0,66,57,223101,55,2025,68,69,18,0,0,1526,69,84,0,185,3,0,16,75,63,151623,25,0,0,67,71,64,131072,2,80,0,2,0,0,68,0,240814,12,28,1,62,32,2,0,0,0,0,50,88,56,58,0,0,0,13,1,0,0,0,160967,1,0,21,1,0,4,82,3,0,78,18116,0,6,0,2,0,64,3,0,0,502,3,0,0,3,0,0,0,30,0,4,0,86,42,0,-1,55,0,0,6,14129,14129,0,30
240826,,,,,67,4,5,70000,0,4,0,57,1,60,0,0,0,57,0,66,63,-1,61,54,0,0,0,57,11,0,60,31,63,73,11,0,63,60,223101,57,2027,54,63,62,0,0,2022,63,75,0,185,0,0,12,65,113,152313,3,0,0,64,68,62,1024,0,78,0,2,0,0,57,0,240826,9,61,1,64,47,1,0,0,0,0,64,73,61,59,0,0,2,11,2,0,0,0,161320,1,0,13,1,0,3,71,3,0,78,21414,0,13,0,1,0,56,1,0,0,501,3,0,0,1,0,0,0,30,0,4,0,74,60,0,-1,42,0,0,1,36238,36238,0,24
240829,,,,,67,42,41,60201,0,20,36,44,1,77,0,0,0,65,0,239,28,-1,47,46,0,0,0,54,8,0,33,31,57,70,10,0,66,55,244101,62,2025,67,72,39,0,0,3001,71,70,0,180,3,0,16,68,63,151714,25,0,0,71,65,67,65536,0,75,0,2,0,0,72,0,240829,14,38,1,63,57,2,0,0,0,0,57,82,58,59,0,0,0,9,3,0,0,0,161342,1,0,144,1,0,3,76,2,0,64,11381,0,12,0,3,512,63,6,0,0,502,3,0,0,6,0,0,0,30,0,2,0,75,43,0,-1,54,0,0,0,1863,1863,0,30
240833,,,,,77,41,42,60201,0,0,0,68,1,85,0,0,0,83,0,240,31,-1,48,60,0,0,0,67,13,0,32,31,47,85,13,0,77,75,220001,59,2026,79,79,25,0,1,1019,80,72,0,179,3,0,-1,69,119,154170,25,0,0,81,67,78,51183616,1,72,1,2,0,0,85,0,240833,11,34,2,71,42,3,2,0,0,0,52,82,59,69,0,0,0,13,9,0,0,8,160014,0,0,21,2,0,4,80,4,0,72,40611,0,10,0,2,512,76,9,0,0,501,2,0,0,9,2,16,0,30,0,403,0,77,30,0,-1,78,1,0,0,26356,26356,0,0
240834,,,,,68,0,1,2150301,0,3,287,10,1,21,0,0,0,7,0,243,14,-1,19,17,0,0,0,9,67,0,10,31,10,74,70,0,65,39,223101,37,2028,5,10,13,0,0,35,70,30,0,195,3,0,-1,57,361,152094,0,0,0,18,67,52,0,0,88,0,2,0,0,29,0,240834,69,25,1,25,12,0,0,0,0,0,19,22,69,11,0,0,1,65,3,1,0,0,161386,1,0,15,1,0,3,51,2,1,26,21537,0,67,0,0,0,65,2,0,50,503,3,0,0,2,0,0,0,30,0,5,0,67,15,0,-1,6,0,0,0,0,0,0,0
240835,,,,,69,11,13,60000,0,3,287,41,1,58,0,0,0,34,0,693,71,-1,64,55,0,0,0,34,6,0,64,31,55,74,9,0,62,55,220001,45,2025,34,55,69,0,0,2021,57,73,0,179,3,0,7,76,431,152442,5,0,0,58,72,33,0,2,78,0,2,0,0,72,0,240835,14,69,1,61,29,1,0,0,0,0,71,69,54,69,0,0,0,14,9,0,0,0,161533,1,0,60,2,0,2,78,2,0,65,10480,0,5,0,1,0,35,4,0,0,502,3,0,0,1,0,0,0,30,0,2,0,71,70,0,-1,30,0,0,3,46644,46644,0,7
240837,,,,,71,33,22,2150301,1,3,39,76,1,74,0,0,0,72,0,176,65,-1,73,66,0,0,0,74,11,0,63,31,74,71,13,0,69,69,223101,69,2026,64,70,61,0,0,50,71,70,0,174,3,0,18,66,77,150424,14,0,0,72,73,77,0,0,70,0,2,0,0,75,0,240837,9,62,1,74,64,2,0,0,0,0,78,75,72,47,0,0,0,5,3,0,0,0,159908,1,0,48,1,0,3,65,4,0,83,25341,0,6,0,2,0,69,2,0,0,502,5,0,0,2,0,0,0,30,0,1,0,72,64,0,-1,66,0,0,6,40184,25341,0,0
240838,,,,,56,0,1,60201,0,2,287,13,1,50,0,0,0,7,0,630,12,-1,39,18,0,0,0,9,56,0,20,31,13,60,55,0,46,40,223101,36,2025,5,13,11,0,0,14,55,50,0,188,3,0,-1,53,369,152569,0,0,0,12,55,43,0,2,83,0,2,0,0,63,0,240838,57,47,1,31,25,0,0,0,0,0,34,45,57,11,0,0,1,60,1,0,0,0,161524,1,0,14,1,0,2,52,4,1,40,5381,0,55,0,0,0,60,2,0,1,502,3,0,0,2,0,0,0,30,0,5,0,56,26,0,-1,9,0,0,1,39244,39244,0,0
240847,,,,,66,0,44,2150301,0,3,38,38,1,50,0,0,0,67,0,683,11,-1,40,68,0,0,0,63,8,0,16,31,53,67,9,0,63,62,232001,41,2026,66,65,16,0,1,1542,62,58,0,200,3,0,-1,90,63,151432,25,0,0,66,68,66,134217744,1,72,0,2,0,0,31,0,240847,6,21,1,56,46,1,0,0,0,0,26,52,49,71,0,0,0,7,9,0,0,16,160798,1,0,38,1,0,3,82,3,0,53,21863,0,5,0,2,512,65,4,0,0,502,3,0,0,4,0,0,0,30,0,5,0,55,20,0,-1,55,0,0,0,25814,32128,21870,0
240856,,,,,70,0,2,60201,0,0,243,13,1,33,0,0,0,4,0,60,11,-1,15,15,0,0,0,12,69,0,6,13,9,76,73,0,66,29,224001,48,2026,9,11,10,0,0,2508,73,25,0,185,3,0,-1,40,1,152117,0,0,0,13,70,47,0,2,76,0,2,0,0,32,0,240856,62,24,1,16,7,0,0,0,0,0,19,23,62,11,0,0,1,65,9,0,0,0,160286,1,0,48,1,0,2,41,2,3,20,4637,0,70,0,0,4,65,4,0,8,500,4,0,0,4,0,0,0,0,0,5,0,69,10,0,-1,8,0,0,0,3978,3978,0,0
240857,,,,,57,18,14,2150301,0,0,28,40,1,68,0,0,0,39,0,239,56,-1,59,45,0,0,0,43,11,0,56,31,46,62,12,0,51,59,220001,34,2027,39,59,54,0,0,1024,61,63,0,175,3,0,14,65,51,151525,10,0,0,60,60,54,0,0,71,0,2,0,0,76,0,240857,13,54,1,62,44,1,0,0,0,0,53,62,51,48,0,0,1,12,9,0,0,0,159554,1,0,183,1,0,3,58,3,0,56,282,0,7,0,1,0,43,8,0,0,501,3,0,0,8,2,0,0,30,0,2,0,63,54,0,-1,43,0,0,0,23614,23614,0,0
240859,,,,,70,11,13,2150301,0,0,38,31,1,61,0,0,0,33,0,65,71,-1,58,49,0,0,0,37,11,0,69,31,34,79,11,0,68,58,224001,41,2025,29,39,69,0,0,1516,51,62,0,187,1,0,-1,77,245,152358,5,0,0,61,75,58,16384,2,72,0,2,0,0,61,0,240859,12,70,1,66,35,1,0,0,0,0,68,55,50,68,0,0,0,12,3,0,0,0,160612,1,0,45,1,0,2,74,4,0,76,18523,0,11,0,1,0,38,4,0,0,501,3,0,0,4,0,0,0,30,0,5,0,59,70,0,-1,34,0,0,0,4436,17148,4435,0
240863,,,,,66,18,14,60201,0,3,0,66,1,76,0,0,0,56,0,85,64,-1,64,62,0,0,0,59,11,0,61,31,65,71,7,0,65,66,223101,65,2027,47,63,59,0,0,3503,66,65,0,177,0,0,14,60,431,152469,10,0,0,66,66,60,0,0,65,1,2,0,0,76,0,240863,13,61,1,66,67,1,4,0,0,0,68,66,65,55,0,0,1,9,5,0,0,0,161162,0,0,25,1,0,3,64,3,0,76,7788,0,12,0,2,0,53,1,0,0,502,3,0,0,2,0,0,0,30,0,2,0,65,62,0,-1,44,0,0,6,7994,7994,0,0
240865,,,,,64,38,27,60201,0,1,0,56,1,89,0,0,0,62,0,181,37,12,49,65,0,0,0,59,15,0,25,31,58,67,10,0,59,62,223101,61,2025,63,65,38,0,0,2014,67,72,0,173,3,0,27,49,363,152128,16,0,0,63,53,60,0,0,66,1,2,0,0,86,0,240865,6,34,1,59,60,2,3,0,0,0,43,79,58,45,0,0,1,14,2,0,0,8,160952,0,0,25,1,0,3,56,4,0,68,2316,0,14,0,2,512,61,1,0,0,502,3,0,0,1,0,0,0,30,0,2,0,75,33,2,-1,51,0,0,1,33916,33916,0,0
240867,,,,,66,12,7,60201,1,0,38,40,1,56,0,0,0,43,0,228,68,-1,51,28,0,0,0,35,14,0,65,31,56,75,6,0,59,64,220001,40,2027,26,63,63,0,1,1031,60,79,0,192,3,0,5,80,77,152767,7,0,0,58,74,43,0,0,80,1,2,0,0,59,0,240867,14,66,1,61,27,1,2,0,0,0,65,71,52,62,0,0,2,6,9,0,0,16,160616,0,0,14,2,0,3,80,2,0,67,917,0,10,0,1,512,33,9,0,0,502,3,0,0,9,1,0,0,30,0,5,0,75,67,0,-1,34,0,0,0,1466,1466,0,0
240873,,,,,65,18,14,60201,0,6,58,46,1,54,0,0,0,54,0,77,67,5,64,54,0,0,0,51,12,0,61,31,55,70,8,0,62,52,223101,64,2025,40,62,66,0,0,34,62,57,0,185,0,0,14,63,41,151736,10,0,0,66,63,70,0,0,76,0,2,0,0,58,0,240873,14,63,1,66,48,1,0,0,0,0,66,56,61,56,0,0,1,12,5,0,0,0,161346,1,0,45,1,0,3,62,3,0,61,13291,0,11,0,1,0,50,2,0,0,501,3,0,0,2,0,0,0,30,0,4,0,57,63,0,-1,47,0,0,3,32231,13291,13291,0
240874,,,,,67,25,5,60201,0,0,0,45,1,83,0,0,0,52,0,65,66,-1,48,46,0,0,0,42,7,0,62,31,53,70,6,0,62,63,224001,35,2025,32,61,65,0,0,1518,64,85,0,173,4,0,12,57,43,151803,3,0,0,62,64,30,0,0,63,0,2,0,0,63,0,240874,13,63,1,52,54,1,0,0,0,0,66,81,48,50,0,0,2,14,9,0,0,8,160319,1,0,58,1,0,2,67,3,0,75,32158,0,8,0,2,0,35,5,0,0,502,3,0,0,5,2,9,0,30,0,2,0,83,65,0,-1,32,0,0,0,12064,12064,0,0
240881,,,,,68,20,15,70000,1,0,37,52,1,69,0,0,0,59,0,200,72,-1,66,52,0,0,0,57,7,0,68,15,59,68,9,0,63,61,224001,56,2025,48,68,68,0,0,1003,66,68,0,191,3,0,14,63,0,150242,10,0,0,66,65,70,4096,0,76,0,2,0,0,58,0,240881,6,69,1,69,44,2,0,0,0,0,70,70,62,60,0,0,1,11,9,0,0,0,160969,1,0,54,1,0,2,69,4,0,64,31892,0,8,0,1,0,55,5,0,0,502,3,0,0,5,0,0,0,6,0,4,0,69,69,0,-1,51,0,0,0,8274,31893,31892,0
240891,,,,,65,21,31,2150301,0,3,0,70,1,90,0,0,0,58,0,57,35,25,53,40,0,0,0,54,7,0,25,31,52,65,10,0,59,54,223101,65,2026,58,71,29,0,1,1533,71,77,0,172,3,0,14,42,160,151006,18,0,0,65,52,60,65536,2,70,0,2,0,0,89,0,240891,9,33,1,65,62,2,0,0,0,0,46,76,61,39,0,0,0,15,9,0,0,16,161333,1,0,21,2,0,2,46,4,0,79,27608,0,15,0,2,0,57,1,0,0,501,3,0,0,1,2,0,0,30,0,1,0,77,34,0,-1,58,0,0,3,34259,34259,0,0
240892,,,,,57,19,18,2150301,0,20,0,59,1,69,0,0,0,49,0,275,51,-1,62,56,0,0,0,54,5,0,50,31,54,64,9,0,48,64,224001,57,2025,48,68,49,0,0,542,66,65,0,167,3,0,10,33,51,153335,14,0,0,65,36,62,0,0,65,0,2,0,0,76,0,240892,13,51,1,66,55,2,0,0,0,0,48,67,60,47,0,0,0,7,9,0,0,0,160428,1,0,48,1,0,3,40,4,0,32,26652,0,12,0,1,0,52,4,0,0,501,2,0,0,4,0,0,0,30,0,7,0,66,53,0,-1,38,0,0,0,19246,23185,0,14
240897,,,,,63,15,13,60201,0,19,0,65,1,50,0,0,0,51,0,673,60,-1,59,61,0,0,0,55,14,0,63,31,63,64,14,0,62,64,223101,57,2026,45,55,58,0,0,3500,57,72,0,191,3,0,10,75,83,151452,5,0,0,60,75,62,136,0,85,0,2,0,0,56,0,240897,5,61,1,60,67,1,0,0,0,0,69,65,60,58,0,0,0,6,1,0,0,0,161333,1,0,14,1,0,2,71,4,0,79,39713,0,7,0,1,0,52,2,0,0,502,3,0,0,2,0,0,0,30,0,5,0,69,61,0,-1,47,0,0,6,39888,39888,0,0
240900,,,,,77,11,13,60201,0,6,244,27,1,34,0,0,0,26,0,648,76,-1,55,31,0,0,0,17,9,0,80,31,34,80,11,0,76,62,223101,34,2027,18,40,77,0,0,1516,51,73,0,186,0,0,-1,82,363,151319,5,0,0,67,78,44,134238208,0,81,1,2,0,0,59,0,240900,15,77,1,75,22,1,3,0,0,0,77,65,51,76,0,0,0,9,7,0,0,0,161333,0,0,45,1,0,2,85,3,0,68,38079,0,6,0,1,0,24,2,0,0,502,3,0,0,2,0,0,0,30,0,5,0,69,77,0,-1,21,0,0,3,28180,28098,38086,0
240903,,,,,64,18,14,2150301,0,3,252,38,1,37,0,0,0,63,0,1090,62,18,63,50,0,0,0,67,10,0,62,31,43,64,9,0,61,57,232001,62,2025,62,61,60,0,1,33,59,50,0,184,3,0,14,74,248,150784,10,0,0,65,69,66,0,0,74,0,2,0,0,49,0,240903,6,61,1,65,48,1,0,0,0,0,44,38,58,61,0,0,1,11,3,0,0,16,161363,1,0,45,1,0,3,64,4,0,78,17611,0,11,0,1,0,62,2,0,0,501,3,0,0,2,0,0,0,30,0,1,0,45,60,0,-1,34,0,0,0,30830,17603,17603,0
240906,,,,,68,24,23,70000,0,0,258,53,1,72,0,0,0,64,0,197,35,-1,53,52,0,0,0,56,8,0,21,31,67,71,9,0,62,59,220001,61,2025,62,75,30,0,0,1010,71,76,0,175,3,0,-1,70,35,152064,12,0,0,69,61,66,327680,1,70,0,2,0,0,74,0,240906,5,30,1,67,54,2,0,0,0,0,48,79,62,50,0,0,1,9,9,0,0,8,160602,1,0,34,2,0,2,63,3,0,54,4916,0,11,0,3,0,61,10,0,0,501,3,0,0,10,0,0,0,30,0,2,0,77,25,0,23,61,0,0,0,476,476,0,0
240908,,,,,68,13,12,2150301,0,0,289,33,1,57,0,0,0,42,0,166,72,3,63,40,0,0,0,33,7,0,66,8,39,73,14,0,56,64,224001,51,2025,41,59,72,0,1,3500,60,35,0,189,3,0,10,74,2,151599,5,0,0,67,72,54,0,0,78,0,2,0,0,41,0,240908,6,70,1,68,29,1,0,0,0,0,65,40,54,65,0,0,0,11,3,0,0,16,159915,1,0,48,1,0,3,65,4,0,74,11830,0,13,0,1,0,42,4,0,0,501,3,0,0,4,0,0,0,8,0,5,0,37,70,0,-1,32,0,0,0,1018,11831,0,11
240912,,,,,67,0,13,60201,1,12,236,38,1,64,0,0,0,36,0,284,67,-1,60,45,0,0,0,24,8,0,65,31,39,72,6,0,66,60,223101,42,2026,30,60,66,0,0,17,61,62,0,181,0,0,-1,77,49,151898,5,0,0,62,74,46,1024,0,78,0,2,0,0,60,0,240912,11,66,1,62,37,1,0,0,0,0,71,66,51,63,0,0,0,9,9,0,0,0,160237,1,0,42,2,0,3,84,3,0,70,13333,0,6,0,1,0,33,2,0,0,500,3,0,0,2,0,0,0,30,0,2,0,64,67,0,-1,31,0,0,7,18165,18165,0,0
240913,,,,,77,0,2,60201,0,2,266,12,1,44,0,0,0,4,0,231,10,-1,50,30,0,0,0,8,76,0,12,31,13,81,78,0,74,65,223101,53,2026,6,25,14,0,0,37,78,39,0,188,1,0,-1,70,41,151981,0,0,0,37,76,58,0,0,81,1,2,0,0,48,0,240913,77,43,1,48,11,0,4,0,0,0,21,45,77,13,0,0,1,74,10,1,0,0,158776,0,0,25,1,0,4,66,4,2,19,6353,0,76,0,0,0,74,1,0,138,501,2,0,0,1,1,0,0,30,0,4,0,76,18,0,-1,9,0,0,2,19608,19608,0,0
240915,,,,,76,0,9,2150301,0,6,287,72,1,73,0,0,0,67,0,1071,76,-1,63,44,0,0,0,68,11,0,72,31,77,79,6,0,70,65,223101,65,2027,55,75,75,0,0,2507,74,85,0,185,1,0,-1,65,220,152403,7,0,0,76,68,79,2560,0,76,1,2,0,0,66,0,240915,12,73,1,74,73,2,0,0,0,0,74,82,71,70,0,0,2,8,7,0,0,0,161335,0,0,45,2,0,3,79,2,0,68,18523,0,9,0,1,0,62,4,0,0,501,3,0,0,3,0,0,0,30,0,4,0,84,70,0,-1,45,0,0,0,25821,25819,25819,0
240916,,,,,74,14,22,1170502,0,6,0,64,1,71,0,0,0,70,0,298,71,12,72,52,0,0,0,69,11,0,71,31,66,75,8,0,74,71,223101,73,2025,70,73,71,0,0,4012,73,77,0,187,3,0,10,74,162,151570,14,0,0,75,78,73,8388608,0,74,1,2,0,0,65,0,240916,12,70,1,73,47,2,4,0,0,0,75,67,70,66,0,0,0,14,4,0,0,9,160237,0,0,4,1,0,3,75,3,0,88,9038,0,5,0,2,0,69,5,0,0,501,3,0,0,3,0,0,0,30,0,4,0,73,69,0,-1,55,0,0,0,22347,22347,0,0
240917,,,,,61,14,18,2150301,0,0,0,41,1,74,0,0,0,36,0,67,59,-1,63,43,0,0,0,56,15,0,64,31,38,64,8,0,63,43,224001,61,2025,38,57,55,0,1,543,60,63,0,180,3,0,10,62,81,151659,14,0,0,64,62,60,4224,0,78,0,2,0,0,58,0,240917,14,57,1,66,42,1,0,0,0,0,55,61,57,45,0,0,0,7,9,0,0,16,160165,1,0,155,1,0,2,56,3,0,68,40664,0,6,0,1,0,46,4,0,0,501,4,0,0,4,0,0,0,30,0,2,0,62,56,0,-1,33,0,0,0,41007,41040,41046,0
240921,,,,,64,3,4,70000,1,0,0,58,1,75,0,0,0,48,0,204,62,-1,50,38,0,0,0,35,8,0,61,31,60,67,6,0,60,52,224001,48,2024,31,58,59,0,0,539,61,82,0,170,0,0,12,65,363,151566,3,0,0,58,65,33,0,0,70,0,2,0,0,82,0,240921,6,59,1,53,30,1,0,0,0,0,56,81,52,50,0,0,2,13,3,0,0,6,160437,1,0,61,1,0,3,71,3,0,71,32371,0,12,0,1,0,33,5,0,0,503,3,0,0,5,0,0,0,30,0,8,0,82,57,0,-1,22,0,0,0,15494,15494,0,24
240922,,,,,66,42,41,60201,0,3,16,49,1,73,0,0,0,65,0,93,17,-1,40,64,0,0,0,61,12,0,23,31,35,69,10,0,64,49,224001,55,2026,69,67,14,0,0,34,67,68,0,178,3,0,-1,67,43,151737,25,0,0,68,67,62,0,1,75,0,2,0,0,70,0,240922,11,30,1,63,46,2,0,0,0,0,63,73,51,69,0,0,0,8,9,0,0,0,161025,1,0,45,1,0,3,76,3,0,69,8625,0,13,0,2,0,65,4,0,0,502,3,0,0,4,1,0,0,30,0,2,0,70,41,0,-1,59,0,0,3,11263,11262,8602,0
240925,,,,,72,28,27,70000,0,15,36,68,1,82,0,0,0,69,0,243,54,7,55,56,0,0,0,65,14,0,53,31,67,78,8,0,66,65,223101,65,2025,65,77,51,0,0,1505,75,84,0,181,3,0,12,59,43,152289,16,0,0,73,61,66,131072,2,75,0,2,0,0,79,0,240925,13,52,1,64,56,3,0,0,0,0,53,87,63,54,0,0,1,9,1,0,0,0,160244,1,0,70,1,0,3,71,2,0,68,22036,0,7,0,3,0,65,1,0,0,502,3,0,0,1,0,0,0,30,0,1,0,85,49,0,27,58,0,0,20,25660,25660,0,23
240926,,,,,71,13,11,60201,0,19,289,29,1,41,0,0,0,28,0,284,71,-1,62,45,0,0,0,21,9,0,70,31,30,74,10,0,68,63,223101,39,2025,23,48,67,0,0,34,50,50,0,190,0,0,-1,79,41,151369,5,0,0,53,75,49,134250496,0,84,1,2,0,0,45,0,240926,6,71,1,64,35,1,0,0,0,0,78,48,49,74,0,0,0,6,6,0,0,0,158807,0,0,14,1,0,2,76,2,0,65,27206,0,12,0,1,0,30,3,0,0,501,3,0,0,1,0,0,0,30,0,4,0,49,73,0,-1,30,0,0,6,30070,30070,0,0
240938,,,,,75,35,24,60201,0,6,251,74,1,79,0,0,0,75,0,197,51,14,70,62,2,0,0,73,8,0,46,31,68,75,12,0,71,65,224001,74,2025,74,80,46,0,0,1030,78,79,0,179,3,0,23,54,363,149230,12,0,0,79,56,71,131072,0,70,0,2,0,0,73,0,240938,15,49,1,74,71,2,0,0,0,0,55,78,72,61,0,0,1,8,9,0,0,0,161163,1,0,54,2,0,3,69,3,0,58,18696,0,9,0,3,0,72,5,0,0,501,3,0,0,5,0,0,0,30,0,1,0,79,45,0,-1,68,0,0,0,25382,25383,18699,22
240941,,,,,66,24,28,2150301,0,0,36,51,1,80,0,0,0,64,0,691,28,23,53,59,0,0,0,62,11,0,19,31,60,72,7,0,49,55,220001,56,2026,64,70,18,0,1,1016,69,78,0,179,3,0,12,61,113,152602,16,0,0,68,56,67,131072,2,66,0,2,0,0,76,0,240941,10,27,1,62,49,2,0,0,0,0,34,85,58,59,0,0,1,11,9,0,0,16,160967,1,0,18,1,0,3,75,2,0,58,21841,0,7,0,2,512,64,9,0,0,501,3,0,0,9,0,0,0,30,0,1,0,81,24,0,27,60,0,0,0,30225,30225,0,0
240942,,,,,69,16,14,60201,0,0,243,50,1,65,0,0,0,55,0,118,71,-1,68,48,0,0,0,69,11,0,65,31,45,72,5,0,62,63,224001,63,2025,57,66,68,0,0,4,68,52,0,176,3,0,14,67,120,151332,10,0,0,71,68,62,32,0,69,0,2,0,0,77,0,240942,11,67,1,72,44,1,0,0,0,0,61,65,62,63,0,0,1,7,9,0,0,0,158411,1,0,45,1,0,3,70,2,0,74,11613,0,7,0,1,0,59,4,0,0,502,3,0,0,4,0,0,0,30,0,2,0,58,66,0,-1,41,0,0,0,13825,11613,11614,20
240944,,,,,70,44,43,70000,1,0,27,30,1,71,0,0,0,70,0,239,23,-1,51,66,0,0,0,43,14,0,16,31,28,70,6,0,62,60,220001,55,2026,74,71,17,0,0,1000,67,76,0,187,3,0,-1,80,109,151021,25,0,0,65,73,64,393216,0,78,0,2,0,0,52,0,240944,8,24,1,68,30,2,0,0,0,0,76,75,51,78,0,0,0,9,9,0,0,6,161197,1,0,57,1,0,3,90,3,0,54,25450,0,8,0,2,0,65,8,0,0,502,3,0,0,8,0,0,0,30,0,5,0,76,14,0,-1,65,0,0,0,11359,11359,0,0
240947,,,,,77,0,9,60201,0,0,16,56,1,76,0,0,0,64,0,28,80,-1,56,45,0,0,0,34,9,0,78,31,71,80,14,0,75,62,220001,60,2025,41,72,78,0,0,1024,73,75,0,175,3,0,-1,63,43,152263,7,0,0,75,69,42,9216,0,66,1,2,0,0,74,0,240947,14,76,1,65,37,1,2,0,0,0,74,76,62,56,0,0,2,12,9,0,0,0,158776,0,0,14,2,0,3,71,5,0,76,37910,0,8,0,1,192,41,10,0,0,502,3,0,0,9,0,0,0,30,0,1,0,75,78,0,-1,30,0,0,0,25884,25884,0,0
240950,,,,,83,38,40,60201,0,3,259,82,1,85,0,0,0,85,0,190,65,14,80,82,0,0,0,83,15,0,71,31,83,84,8,20,84,85,224001,85,2027,84,84,48,0,0,17,84,76,0,173,0,0,18,62,44,151833,27,0,0,84,68,78,328233,0,77,0,2,0,256,87,0,240950,15,63,3,85,81,3,3,0,0,0,64,80,84,59,0,0,0,11,4,0,0,0,159920,0,0,38,1,0,4,72,4,0,84,29710,0,7,0,3,64,82,4,0,0,503,4,0,0,4,0,0,0,30,0,2,0,78,63,0,16,79,0,0,0,29881,29718,29721,31
240953,,,,,74,11,3,60201,0,3,0,45,1,74,0,0,0,64,0,75,70,-1,61,40,0,0,0,51,12,0,75,31,68,74,8,0,73,75,224001,68,2027,37,72,72,0,0,1503,72,71,0,181,3,0,5,76,29,150975,3,0,0,69,79,47,32768,0,70,0,2,0,0,78,0,240953,9,74,1,70,40,2,0,0,0,0,82,71,65,73,0,0,2,7,4,0,0,0,161017,1,0,52,1,0,3,83,2,0,80,26999,0,8,0,2,0,43,4,0,0,501,2,0,0,4,0,0,0,30,0,1,0,71,77,0,-1,39,0,0,3,36802,26898,0,0
240954,,,,,65,0,11,2150301,0,0,266,32,1,55,0,0,0,50,0,40,69,-1,55,41,0,0,0,27,8,0,60,31,52,65,7,0,66,60,223101,42,2025,35,63,68,0,0,3513,62,55,0,186,0,0,7,71,224,150312,5,0,0,62,66,29,0,2,78,0,2,0,0,62,0,240954,8,66,1,61,38,1,0,0,0,0,62,55,52,60,0,0,0,6,9,0,0,0,161526,1,0,60,2,0,2,68,3,0,58,21598,0,8,0,2,0,33,2,0,0,501,3,0,0,2,0,0,0,30,0,4,0,55,67,0,-1,33,0,0,0,46714,46715,0,0
240955,,,,,65,0,1,2150301,0,19,246,10,1,52,0,0,0,8,0,18,13,-1,39,10,0,0,0,5,66,0,8,31,12,71,69,0,58,37,223101,25,2025,5,14,10,0,0,26,69,15,0,185,3,0,-1,52,43,152076,0,0,0,11,69,41,0,0,80,0,2,0,0,48,0,240955,55,26,1,25,14,0,0,0,0,0,21,33,55,13,0,0,1,58,3,0,0,0,158775,1,0,52,1,0,2,51,4,0,23,37441,0,69,0,0,0,58,2,0,100,500,4,0,0,2,0,0,0,30,0,5,0,66,15,0,-1,9,0,0,3,10245,10245,0,0
